Gene	t1_gene_score	t1_SIEG_score
CXCR2P1	-0.4567168422126752	-2.8011926691626896
CXCR3	-0.5542975870539456	-3.283721491572639
CXCR4	-0.36541214881235773	-2.3496984091155646
CXCR5	-0.46417118285638653	-2.8380537755059914
CXCR6	-0.5558769971772717	-3.291531545781085
CXCR7	-0.03506777062959458	-0.7161724091494379
CXorf1	0.0	-0.5427651442841681
CXorf21	-0.6033906796020635	-3.526482829111509
CXorf22	0.0	-0.5427651442841681
CXorf23	0.2166919350087593	0.5287587961775745
CXorf26	0.0	-0.5427651442841681
CXorf27	0.0	-0.5427651442841681
CXorf30	0.0	-0.5427651442841681
CXorf36	-0.18919058754106083	-1.478297165132453
CXorf38	0.07003332382811348	-0.1964560714111976
CXorf40A	0.13559116117523726	0.12772208593231632
CXorf40B	0.0	-0.5427651442841681
CXorf41	-0.0119628154754622	-0.6019202908601854
CXorf42	0.0	-0.5427651442841681
CXorf48	0.0	-0.5427651442841681
CXorf49B	0.0	-0.5427651442841681
CXorf50B	0.0	-0.5427651442841681
CXorf51	0.0	-0.5427651442841681
CXorf56	0.5840041724976393	2.3450878445013816
CXorf57	0.0	-0.5427651442841681
CXorf58	0.0	-0.5427651442841681
CXorf59	0.0	-0.5427651442841681
CXorf61	0.0	-0.5427651442841681
CXorf64	0.0	-0.5427651442841681
CXorf65	-0.2914440940328822	-1.9839324126912408
CXorf66	-0.41948773527235184	-2.617097772566956
CXXC1	0.23800486478264504	0.6341494951584816
CXXC4	0.0	-0.5427651442841681
CXXC5	0.0	-0.5427651442841681
CYB561	-0.080947524467814	-0.9430440489183864
CYB561D1	0.0	-0.5427651442841681
CYB561D2	0.30952661813460164	0.9878187305978323
CYB5A	-0.06847297824099938	-0.8813584355249379
CYB5B	0.10003859739708948	-0.04808244150216527
CYB5D1	0.07360313706261168	-0.1788036361990271
CYB5D2	1.4654784092355184	6.703906032758822
CYB5R1	0.0	-0.5427651442841681
CYB5R2	-0.09872714530818277	-1.0309628234773822
CYB5R3	0.0	-0.5427651442841681
CYB5R4	0.26188829923312373	0.7522511300582861
CYB5RL	0.04180779260905043	-0.33602902059481077
CYBA	-0.1081223728537706	-1.0774214572090715
CYBASC3	0.0	-0.5427651442841681
CYBB	-0.5826761061113798	-3.424050953135947
CYBRD1	0.0021787920226888358	-0.5319911954821336
CYC1	0.6649075648440673	2.7451485193957326
CYCS	0.28244040288271327	0.8538796059242484
CYCSP52	0.0	-0.5427651442841681
CYFIP1	0.1732675698062477	0.3140288528967407
CYFIP2	0.20669505224023033	0.4793250264526641
CYGB	-0.06053622680298579	-0.8421118471598381
CYHR1	0.5276813255208039	2.0665759611301673
CYLC1	0.0	-0.5427651442841681
CYLC2	-0.081959587033253	-0.9480486157384167
CYLD	0.1345381117906786	0.12251484263552495
CYMP	0.0	-0.5427651442841681
CYorf15A	0.14124150782032496	0.155662589125822
CYorf15B	0.14124150782032496	0.155662589125822
CYP11A1	0.0	-0.5427651442841681
CYP11B1	-0.042652225339685414	-0.7536769189360234
CYP11B2	-0.042652225339685414	-0.7536769189360234
CYP17A1	-0.07783069110723911	-0.9276315622277728
CYP19A1	0.0	-0.5427651442841681
CYP1A1	-0.008351879565862164	-0.5840645073745054
CYP1A2	-0.34737359998668144	-2.2604992567930804
CYP1B1	-0.051399435628058404	-0.7969311601973146
CYP20A1	0.0	-0.5427651442841681
CYP21A2	-0.026867214333880507	-0.6756213272847312
CYP24A1	0.0	-0.5427651442841681
CYP26A1	0.0	-0.5427651442841681
CYP26B1	0.0	-0.5427651442841681
CYP26C1	0.0	-0.5427651442841681
CYP27A1	-0.125467652993435	-1.1631924524374573
CYP27B1	0.0	-0.5427651442841681
CYP27C1	-0.08508446974849662	-0.963500905831185
CYP2A13	-0.15401427903581474	-1.3043531893268208
CYP2A6	-0.4871696449905998	-2.9517792944996546
CYP2A7	-0.4685970768509683	-2.8599394602360135
CYP2B6	-0.4742836473027416	-2.8880590871983696
CYP2B7P1	0.01146425021324238	-0.4860753622558878
CYP2C18	-0.2710607151651308	-1.883138267106567
CYP2C19	-0.4962675260422063	-2.9967675740767215
CYP2C8	-0.45003839216774066	-2.7681682785316495
CYP2C9	-0.5287894554150213	-3.15758586162198
CYP2D6	-0.5373539388176759	-3.199936533340615
CYP2D7P1	-0.24246180513054744	-1.741718990141188
CYP2E1	-0.5050876630732698	-3.0403824321311093
CYP2F1	0.0	-0.5427651442841681
CYP2J2	-0.06151286835640138	-0.846941259965129
CYP2R1	0.0	-0.5427651442841681
CYP2S1	-0.19263854454255297	-1.495347031213681
CYP2U1	0.21962820476995734	0.5432784106000051
CYP2W1	0.0	-0.5427651442841681
CYP39A1	0.0	-0.5427651442841681
CYP3A4	-0.5025442369241109	-3.027805397321253
CYP3A43	-0.4630475389762004	-2.8324974481875604
CYP3A5	-0.3783441259691475	-2.4136459811396205
CYP3A7	-0.46508941363889533	-2.842594351814414
CYP46A1	0.04724473282808969	-0.3091437947679964
CYP4A11	-0.4586077634506145	-2.8105431204192053
CYP4A22	-0.46353279723143226	-2.834897010671354
CYP4B1	0.027473269456260413	-0.40691206814661174
CYP4F11	-0.07974127401333922	-0.937079238829306
CYP4F12	-0.2788481326994252	-1.9216464115007306
CYP4F2	-0.4506164891968772	-2.771026921178431
CYP4F22	0.0	-0.5427651442841681
CYP4F3	-0.32397084814013144	-2.144774558154666
CYP4F8	-0.06218541934818154	-0.8502669697514421
CYP4V2	0.7629102895559429	3.2297639978398722
CYP4X1	-0.035841224548731544	-0.71999707567967
CYP4Z1	0.11529037502688436	0.027336354606990555
CYP4Z2P	-0.014450760163141646	-0.6142229743693126
CYP51A1	0.01287618359835117	-0.4790934668548425
CYP7A1	-0.49114787276179817	-2.971451306276542
CYP7B1	-0.04787877033245481	-0.7795217575333919
CYP8B1	-0.4558766991403176	-2.797038230210414
CYR61	-0.12118350894743554	-1.1420077096389332
CYS1	0.007074414003471918	-0.5077827441816837
CYSLTR1	-0.35281691892212175	-2.2874160248521096
CYSLTR2	0.03956204487592578	-0.34713405992257107
CYTH1	0.0	-0.5427651442841681
CYTH2	0.08337670026920466	-0.13047416348903867
CYTH3	-0.0029590445036419832	-0.5573973779499755
CYTH4	-0.4840082168973204	-2.936146290493944
CYTIP	-0.5756333473648443	-3.3892250856965145
CYTL1	-0.026501582318653766	-0.6738133067984178
CYTSA	0.1369092144026191	0.1342397516123308
CYTSB	0.0	-0.5427651442841681
CYYR1	-0.10662502571524513	-1.0700171977656037
D2HGDH	0.17333138160148948	0.3143443970183189
D4S234E	0.0	-0.5427651442841681
DAAM1	0.7619764049734966	3.2251460147678266
DAAM2	-0.031629416444306446	-0.699170028210922
DAB1	0.0	-0.5427651442841681
DAB2	-0.23151712339636632	-1.6875984318544417
DAB2IP	0.0	-0.5427651442841681
DACH1	0.052058875939458106	-0.2853382498295947
DACH2	0.0	-0.5427651442841681
DACT1	-0.1362285056946222	-1.2164039911531848
DACT2	0.0	-0.5427651442841681
DACT3	-0.09517071382505038	-1.0133765599340059
DAD1	0.2552734455671865	0.7195412183330697
DAD1L	0.0	-0.5427651442841681
DAG1	0.0	-0.5427651442841681
DAGLA	0.0	-0.5427651442841681
DAGLB	0.14463100452459443	0.17242337380659056
DAK	-0.06978027199266211	-0.8878228964753007
DALRD3	0.0	-0.5427651442841681
DAND5	0.0	-0.5427651442841681
DAO	-0.45957159501953254	-2.8153091888962196
DAOA	-0.05624879558303368	-0.8209108495542925
DAP	-0.05616869241863853	-0.8205147459413331
DAP3	0.6091869897994465	2.4696148215947833
DAPK1	0.0	-0.5427651442841681
DAPK2	-0.1638678712596812	-1.353078398998301
DAPK3	0.34360831757034194	1.1563499538551307
DAPL1	-0.07566420370788822	-0.9169184587843089
DAPP1	-0.4235653130594784	-2.6372610620674375
DARC	-0.2297048010865032	-1.6786366458850066
DARS	0.12094958054430283	0.055320664201447545
DARS2	1.0392242871757678	4.596114173827562
DAXX	0.7382634960004996	3.107887614442363
DAZ1	0.0	-0.5427651442841681
DAZ2	0.0	-0.5427651442841681
DAZ3	0.0	-0.5427651442841681
DAZ4	0.0	-0.5427651442841681
DAZAP1	1.3940683095555895	6.350788915618721
DAZAP2	0.0	-0.5427651442841681
DAZL	0.0	-0.5427651442841681
DBC1	0.0	-0.5427651442841681
DBF4	2.096190866915297	9.822727681215778
DBF4B	1.504707941318754	6.8978928684876175
DBH	-0.13098790494309354	-1.1904896479754483
DBI	-0.04787877033245481	-0.7795217575333919
DBN1	0.03877829717250575	-0.3510096283762956
DBNDD1	0.0	-0.5427651442841681
DBNDD2	0.0	-0.5427651442841681
DBNL	0.1946611646218088	0.4198184339279189
DBP	0.0	-0.5427651442841681
DBR1	0.5504217063342333	2.1790252890473387
DBT	0.06624014796904165	-0.2152130165795201
DBX1	0.0	-0.5427651442841681
DBX2	0.0	-0.5427651442841681
DCAF10	0.06708797965582182	-0.21102055805617778
DCAF11	-0.05644158603988311	-0.8218641826351861
DCAF12	0.631508261666733	2.5799916899650155
DCAF12L1	-0.0029546585701199606	-0.5573756898665222
DCAF12L2	0.0	-0.5427651442841681
DCAF13	1.8289524439205231	8.501255481345641
DCAF15	1.0204982336627473	4.5035153669141526
DCAF16	0.058306778421665616	-0.25444288177131846
DCAF17	0.7088374823757249	2.9623783777002344
DCAF4	0.0	-0.5427651442841681
DCAF4L1	0.0	-0.5427651442841681
DCAF4L2	0.07852045880005785	-0.15448788137218722
DCAF5	-0.0008263005873745122	-0.5468511332774991
DCAF6	0.08245881260904002	-0.13501304308546236
DCAF7	0.4082258887685041	1.4758785718008012
DCAF8	0.16706596882748767	0.2833624419956441
DCAF8L1	0.0	-0.5427651442841681
DCAF8L2	0.0	-0.5427651442841681
DCAKD	0.14255205428784504	0.1621431344907363
DCBLD1	-0.1493826505663078	-1.2814501644025187
DCBLD2	0.0	-0.5427651442841681
DCC	0.0	-0.5427651442841681
DCD	0.0	-0.5427651442841681
DCDC1	0.0	-0.5427651442841681
DCDC2	0.015603521725070721	-0.4656070023198521
DCDC2B	-0.0119628154754622	-0.6019202908601854
DCHS1	-0.1515803643642794	-1.2923176798396507
DCHS2	0.0	-0.5427651442841681
DCI	1.0559807696393095	4.6789736125828005
DCK	0.6861739511825252	2.8503090648855545
DCLK1	0.1289471806791746	0.094868144408354
DCLK2	0.11497844442469712	0.02579388322709007
DCLK3	-0.043503281598471194	-0.7578853227048664
DCLRE1A	0.07187973472598705	-0.18732572015506518
DCLRE1B	1.7248937364880392	7.98669366240714
DCLRE1C	0.36282237943676543	1.2513619222634316
DCN	-0.14099983828422435	-1.2399978415540194
DCP1A	0.44011246319569797	1.6335550809734767
DCP1B	0.09504654722903712	-0.07276772232185957
DCP2	0.12701645667775507	0.08532087173361654
DCPS	0.09504654722903712	-0.07276772232185957
DCST1	0.0	-0.5427651442841681
DCST2	0.07027231177653856	-0.19527429550334502
DCT	-0.10515962508824626	-1.0627709112153751
DCTD	0.0608856992719486	-0.24169032856013198
DCTN1	0.032518685905479815	-0.3819628954202732
DCTN2	0.032518685905479815	-0.3819628954202732
DCTN3	0.5076624734521631	1.9675843708282779
DCTN4	0.49636693414925437	1.9117288504878278
DCTN5	-0.04806948037001173	-0.7804648031106088
DCTN6	0.22587909241686402	0.5741885400541832
DCTPP1	0.6875139275252679	2.856935138582497
DCUN1D1	1.042172048443401	4.610690612811815
DCUN1D2	0.0	-0.5427651442841681
DCUN1D3	0.0	-0.5427651442841681
DCUN1D4	0.0	-0.5427651442841681
DCUN1D5	1.34855851728706	6.125746705629693
DCX	-0.10293499805664977	-1.051770312033603
DCXR	0.16028769575042098	0.24984443461447114
DDA1	0.3746028810087193	1.309615541460129
DDAH1	-0.09344744044582225	-1.0048551136617727
DDAH2	0.05255438972211439	-0.28288797459935366
DDB1	0.14854032726839417	0.19175465584440005
DDB2	0.18626627577893143	0.37830639347152323
DDC	-0.21678396471019695	-1.614744164111555
DDHD1	-0.04914267998144934	-0.7857716876354213
DDHD2	0.0	-0.5427651442841681
DDI1	0.0	-0.5427651442841681
DDI2	1.3355454572874623	6.06139818556285
DDIT3	0.059638870268506124	-0.24785579626337928
DDIT4	0.0563276429042339	-0.264229545443229
DDIT4L	0.0	-0.5427651442841681
DDN	0.0	-0.5427651442841681
DDO	0.10949453825198763	-0.0013235854090482492
DDOST	0.38815731715338847	1.376641122397813
DDR1	-0.1974733741427127	-1.519254869151511
DDR2	0.19240188208112657	0.40864646608098276
DDRGK1	0.396535621171385	1.418071152248196
DDT	0.3530131821209302	1.2028562417903412
DDTL	0.23742685882358291	0.6312913028457887
DDX1	0.11122021004594954	0.007209720828375873
DDX10	0.0	-0.5427651442841681
DDX11	1.3641612510449346	6.202900951160507
DDX11L2	0.0	-0.5427651442841681
DDX12	1.6304023337430815	7.519441384628819
DDX17	0.2849587769802013	0.8663327603823875
DDX18	1.2285961182690661	5.532542429255454
DDX19A	0.48517813354690087	1.8564011443136692
DDX19B	0.3516790488428906	1.1962590615716664
DDX20	0.21450331966463124	0.5179362718524291
DDX21	1.6237065995460052	7.486331525275513
DDX23	0.0	-0.5427651442841681
DDX24	0.0	-0.5427651442841681
DDX25	0.08868795140730054	-0.10421045991352552
DDX26B	0.0	-0.5427651442841681
DDX27	0.6180940179379056	2.5136593490864945
DDX28	0.3098143849920206	0.9892417142311797
DDX31	-0.03649738650431756	-0.7232417430190529
DDX39	1.805548647610101	8.385525617918589
DDX3X	0.794452206454127	3.385736203649437
DDX3Y	0.14124150782032496	0.155662589125822
DDX4	0.0	-0.5427651442841681
DDX41	0.28053431345509877	0.8444541492072395
DDX42	0.0563276429042339	-0.264229545443229
DDX43	0.0	-0.5427651442841681
DDX46	1.3684277109701153	6.223998247424288
DDX47	0.31467389167436965	1.013271578327231
DDX49	0.9136028524580384	3.9749264275934544
DDX5	0.0	-0.5427651442841681
DDX50	0.03764518514578406	-0.35661277490691445
DDX51	0.0	-0.5427651442841681
DDX52	0.7879675123968402	3.3536699205703187
DDX53	0.0	-0.5427651442841681
DDX54	0.6754859188995292	2.7974576171969487
DDX55	1.2695471083031593	5.735041734111296
DDX56	0.8797322835063521	3.8074392273553608
DDX58	-0.16246112893464482	-1.346122172965817
DDX59	0.15870694019046488	0.24202772733165281
DDX6	0.5207100463627108	2.0321035544241366
DDX60	-0.08143177118713413	-0.9454386094396194
DDX60L	-0.02420526678930665	-0.6624582138437581
DEAF1	0.16345441795266033	0.2655036175570852
DEC1	0.0	-0.5427651442841681
DECR1	-0.09331177646400757	-1.0041842663394351
DECR2	-0.15208116407529598	-1.294794093554397
DEDD	0.18844267202969242	0.3890684953768263
DEDD2	0.0	-0.5427651442841681
DEF6	-0.16193055010691787	-1.3434985039483773
DEF8	-0.04396457894754255	-0.7601664004624743
DEFA1B	-0.06237636079794543	-0.8512111596431434
DEFA4	-0.06237636079794543	-0.8512111596431434
DEFA5	-0.10586764315479613	-1.0662720027929504
DEFA6	-0.09585484155179326	-1.0167595157302565
DEFB1	-0.11544760084349014	-1.1136441120116494
DEFB103B	-0.317151953908877	-2.111055682479989
DEFB104A	0.0	-0.5427651442841681
DEFB105A	0.0	-0.5427651442841681
DEFB106A	0.0	-0.5427651442841681
DEFB107A	-0.0517132396444351	-0.7984828954575451
DEFB108B	0.0	-0.5427651442841681
DEFB109P1	0.0	-0.5427651442841681
DEFB109P1B	0.0	-0.5427651442841681
DEFB110	0.0	-0.5427651442841681
DEFB112	0.0	-0.5427651442841681
DEFB113	0.0	-0.5427651442841681
DEFB114	0.0	-0.5427651442841681
DEFB115	0.0	-0.5427651442841681
DEFB116	-0.10912351932772132	-1.0823720448472485
DEFB118	-0.09563952485207562	-1.0156947922161148
DEFB119	0.0	-0.5427651442841681
DEFB121	0.0	-0.5427651442841681
DEFB122	0.0	-0.5427651442841681
DEFB123	0.0	-0.5427651442841681
DEFB124	0.0	-0.5427651442841681
DEFB125	0.0	-0.5427651442841681
DEFB126	0.0	-0.5427651442841681
DEFB127	0.0	-0.5427651442841681
DEFB128	0.0	-0.5427651442841681
DEFB129	0.0	-0.5427651442841681
DEFB130	-0.027600325211177966	-0.679246500764332
DEFB131	0.0	-0.5427651442841681
DEFB132	-0.09179656583306389	-0.9966916733832983
DEFB134	0.0	-0.5427651442841681
DEFB135	0.0	-0.5427651442841681
DEFB136	0.0	-0.5427651442841681
DEFB4A	-0.32432006512072287	-2.1465014076338784
DEGS1	0.0	-0.5427651442841681
DEGS2	-0.08115870714254518	-0.9440883300162318
DEK	1.5193476989370944	6.970285275569934
DEM1	0.0	-0.5427651442841681
DENND1A	0.0	-0.5427651442841681
DENND1B	0.5088354494647203	1.9733846415166705
DENND1C	-0.22689965907921275	-1.6647654475079872
DENND2A	-0.10434260020351371	-1.0587307898148786
DENND2C	-0.2721642083228579	-1.8885949507463737
DENND2D	0.03742640222706192	-0.3576946385912523
DENND3	-0.11283667627197164	-1.10073330300988
DENND4A	0.8758336737619061	3.788160920225368
DENND4B	0.05988782645176022	-0.24662472824752554
DENND4C	0.7265879277937136	3.0501528821757495
DENND5A	0.06806308955458504	-0.20619871915818752
DENND5B	0.039397860116230615	-0.3479459401647463
DENR	1.1351885782284374	5.070649764126377
DEPDC1	2.035916945452763	9.524678056849254
DEPDC1B	1.6879406888797692	7.803963856686944
DEPDC4	0.0	-0.5427651442841681
DEPDC5	0.0563276429042339	-0.264229545443229
DEPDC6	-0.044378754965049325	-0.7622144670797468
DEPDC7	-0.0708362987023908	-0.8930448624021617
DERA	-0.01542661780522959	-0.6190485107970414
DERL1	0.059638870268506124	-0.24785579626337928
DERL2	0.16050523560345742	0.2509201514404049
DERL3	-0.17616048013802663	-1.4138643470463779
DES	-0.026820883131969807	-0.6753922232710738
DET1	0.09307467374389124	-0.08251847583656761
DEXI	0.779283537043959	3.3107283709062036
DFFA	0.16494824235100553	0.2728904573377537
DFFB	0.0	-0.5427651442841681
DFNA5	0.0	-0.5427651442841681
DFNB31	0.0	-0.5427651442841681
DFNB59	-0.016749964254204303	-0.625592351026001
DGAT1	0.09262736361790612	-0.08473038791711937
DGAT2	-0.04752066256575739	-0.7777509438422129
DGAT2L6	0.0	-0.5427651442841681
DGCR10	0.03283876128182648	-0.380380148796621
DGCR11	0.0	-0.5427651442841681
DGCR14	0.4190369044589659	1.5293381624060958
DGCR2	0.09294790838414026	-0.08314532019876747
DGCR5	0.02666504489665126	-0.4109086726573211
DGCR6	0.6215519890763047	2.530758734257754
DGCR6L	0.9538166167590644	4.173780211343613
DGCR8	0.1923571604445325	0.4084253212365046
DGCR9	0.03283876128182648	-0.380380148796621
DGKA	-0.14567413044669342	-1.2631118349594308
DGKB	-0.07011920593417102	-0.8894988971651611
DGKD	-0.02712385827762115	-0.6768904106490083
DGKE	-0.02712385827762115	-0.6768904106490083
DGKG	-0.02712385827762115	-0.6768904106490083
DGKH	0.20062297010320254	0.4492990756575302
DGKI	0.04136287900785721	-0.3382290820557798
DGKK	-0.16892820154801416	-1.3781013194423557
DGKQ	-0.02712385827762115	-0.6768904106490083
DGKZ	-0.021996741138606828	-0.6515372346769376
DGUOK	1.0910740493772426	4.852507017907721
DHCR24	0.03732011845016117	-0.3582202031971858
DHCR7	0.01484387449587392	-0.4693633958947071
DHDDS	0.018266619377457115	-0.45243820168957416
DHDH	0.0	-0.5427651442841681
DHDPSL	-0.13374618201582483	-1.2041291030744063
DHFR	0.8841059309598849	3.829066557202272
DHFRL1	0.0	-0.5427651442841681
DHH	-0.10435513382253825	-1.0587927675384374
DHODH	-0.3189083080815069	-2.1197407105767967
DHPS	0.6763376978562443	2.8016695946480934
DHRS1	0.0	-0.5427651442841681
DHRS11	0.0	-0.5427651442841681
DHRS12	1.6988764563145113	7.8580403344902106
DHRS13	0.027671660874305684	-0.40593103876954206
DHRS2	0.0	-0.5427651442841681
DHRS3	-0.052282022634673686	-0.8012954809418339
DHRS4	0.16373582382417493	0.2668951466340774
DHRS4L1	0.0	-0.5427651442841681
DHRS4L2	0.3334014617003721	1.105877884273616
DHRS7	0.39040067139001533	1.3877343260806578
DHRS7B	0.567385866563219	2.2629116774099347
DHRS7C	-0.0025735398878629634	-0.5554910890751772
DHRS9	-0.028035862812118964	-0.6814001986689665
DHRSX	0.0	-0.5427651442841681
DHTKD1	-0.0666051551386938	-0.8721222026647394
DHX15	1.314363012788828	5.956652725622814
DHX16	0.1761075569184757	0.3280723574749435
DHX29	0.3421948940969986	1.1493606900893298
DHX30	0.02516902464891237	-0.4183063707340997
DHX32	0.0	-0.5427651442841681
DHX33	1.477222409516191	6.761979156047981
DHX34	0.9021245934875936	3.91816737340367
DHX35	0.14096840860624663	0.1543121357921786
DHX36	1.145491812468621	5.121598416885861
DHX37	1.2122111209270063	5.451519954119453
DHX38	0.2888480078635315	0.8855646898093089
DHX40	0.16212540027826036	0.25893173358106736
DHX40P1	0.0	-0.5427651442841681
DHX57	0.03671115494932685	-0.36123147802836486
DHX58	-0.04434325090473171	-0.7620389023979676
DHX8	0.8487352750251097	3.6541615492128665
DHX9	1.7313596565215987	8.018667109470549
DIABLO	0.5341339063969971	2.0984834471486344
DIAPH1	-0.03462951987093453	-0.7140052949012274
DIAPH2	0.17875212445962463	0.34114952821687516
DIAPH3	1.731471755858479	8.019221431546136
DICER1	0.5396244679347739	2.125633826022073
DIDO1	0.2854015839255082	0.8685224046018639
DIMT1L	0.14773359246178078	0.1877654180407177
DIO1	-0.13393781807446437	-1.2050767277503303
DIO2	-0.1046291888019602	-1.0601479470537318
DIO3	0.04166056332378728	-0.3367570573991809
DIO3OS	0.04166056332378728	-0.3367570573991809
DIP2A	0.1978779689052117	0.4357252686760915
DIP2B	0.8195677582937392	3.5099305585199336
DIP2C	0.0	-0.5427651442841681
DIRAS1	0.009005966189002006	-0.4982313762040845
DIRAS2	0.10134633280121641	-0.04161579661639795
DIRAS3	-0.04334349973827582	-0.7570952144415205
DIRC1	-0.1524653858880325	-1.2966940390728037
DIRC2	0.0	-0.5427651442841681
DIRC3	0.0	-0.5427651442841681
DIS3	0.47228168245789254	1.7926292457965058
DIS3L	0.1794941986544203	0.3448190245702594
DIS3L2	0.0	-0.5427651442841681
DISC1	0.011303973765784459	-0.48686791621289766
DISC2	0.0	-0.5427651442841681
DISP1	0.7967149760118246	3.3969254145110366
DISP2	0.0	-0.5427651442841681
DIXDC1	0.8334600468568634	3.578626792104209
DKC1	2.1676498438886034	10.176086492584126
DKFZP434H168	-0.0621246468024185	-0.8499664544705882
DKFZp434J0226	0.0	-0.5427651442841681
DKFZP434K028	0.0	-0.5427651442841681
DKFZP434L187	0.0	-0.5427651442841681
DKFZp434L192	0.0	-0.5427651442841681
DKFZp566F0947	0.0	-0.5427651442841681
DKFZP586I1420	0.0	-0.5427651442841681
DKFZp686A1627	0.0	-0.5427651442841681
DKFZP686I15217	0.14124150782032496	0.155662589125822
DKFZp686O24166	0.2199041730745306	0.54464305135208
DKFZp761E198	-0.03506777062959458	-0.7161724091494379
DKFZp779M0652	-0.10900012652873237	-1.0817618775228768
DKK1	0.0	-0.5427651442841681
DKK2	-0.1894074289540616	-1.4793694282293903
DKK3	-0.10105892026607453	-1.0424932604133446
DKK4	0.0	-0.5427651442841681
DKKL1	0.0	-0.5427651442841681
DLAT	0.1965602724324236	0.4292093671184384
DLC1	-0.04653594263228025	-0.7728815841065678
DLD	0.13625171234327824	0.1309884575692084
DLEC1	0.0	-0.5427651442841681
DLEU1	0.0	-0.5427651442841681
DLEU2	1.159920703654612	5.19294810666311
DLEU2L	0.0	-0.5427651442841681
DLEU7	0.0	-0.5427651442841681
DLG1	0.4446548539876194	1.6560168328623046
DLG2	0.5518990635286307	2.186330699847913
DLG3	-0.20949067661126936	-1.5786794494632237
DLG4	0.021504105484108638	-0.4364290970127012
DLG5	-0.0006515411700972612	-0.545986962216282
DLGAP1	0.0	-0.5427651442841681
DLGAP2	0.0	-0.5427651442841681
DLGAP3	0.0	-0.5427651442841681
DLGAP4	0.0	-0.5427651442841681
DLGAP5	1.9625163076146193	9.16171789090882
DLK1	-0.09321420660879708	-1.003701791365361
DLK2	-0.0936895296256075	-1.006052224905697
DLL1	0.0	-0.5427651442841681
DLL3	-0.03201688816764477	-0.7010860442721205
DLL4	-0.16222822590957986	-1.3449704865075602
DLST	0.0	-0.5427651442841681
DLX1	0.0	-0.5427651442841681
DLX2	0.0	-0.5427651442841681
DLX3	-0.0186631344730332	-0.6350528216779001
DLX4	0.0	-0.5427651442841681
DLX5	0.005056143148879408	-0.5177629289031161
DLX6	0.0	-0.5427651442841681
DLX6AS	0.0	-0.5427651442841681
DMAP1	0.8219792908769961	3.5218553904065417
DMBT1	-0.15928060173336786	-1.330394725429201
DMBX1	0.0	-0.5427651442841681
DMC1	0.0	-0.5427651442841681
DMD	-0.0627243914706078	-0.8529321429264283
DMGDH	0.5194159952913344	2.0257045774474256
DMKN	0.0	-0.5427651442841681
DMP1	0.0	-0.5427651442841681
DMPK	0.0	-0.5427651442841681
DMRT1	0.0	-0.5427651442841681
DMRT2	0.0	-0.5427651442841681
DMRT3	-0.13068068913143377	-1.1889704908500642
DMRTA1	0.0	-0.5427651442841681
DMRTA2	0.0	-0.5427651442841681
DMRTB1	0.0	-0.5427651442841681
DMRTC1	0.0	-0.5427651442841681
DMRTC1B	0.5715059917491394	2.2832853603263508
DMRTC2	0.0	-0.5427651442841681
DMTF1	0.3328662497228283	1.1032313047083135
DMWD	0.06471435039405218	-0.22275796111025956
DMXL1	0.9201396591272637	4.007250403287158
DMXL2	0.13437845770265505	0.12172536619514476
DNA2	1.95378194134788	9.118527162286668
DNAH1	0.041710138942099434	-0.3365119100111042
DNAH10	0.0	-0.5427651442841681
DNAH11	0.0	-0.5427651442841681
DNAH12	-0.0119628154754622	-0.6019202908601854
DNAH14	0.0	-0.5427651442841681
DNAH17	-0.08972804186106907	-0.9864629910960601
DNAH2	0.0	-0.5427651442841681
DNAH3	0.06828282079315066	-0.20511216610958946
DNAH5	0.0	-0.5427651442841681
DNAH6	0.0	-0.5427651442841681
DNAH7	0.23580177611714215	0.6232554014398998
DNAH8	0.22914906081232084	0.590358266999229
DNAH9	0.0	-0.5427651442841681
DNAI1	-0.009260746833564362	-0.5885587818661038
DNAI2	0.023306213034214908	-0.4275178221969233
DNAJA1	0.059638870268506124	-0.24785579626337928
DNAJA2	0.07453690639740072	-0.17418622301724415
DNAJA3	0.2602191810648297	0.7439974768860331
DNAJA4	-0.15818404095379426	-1.3249723218338065
DNAJB1	0.059638870268506124	-0.24785579626337928
DNAJB11	0.6260523327719585	2.553012566685824
DNAJB12	0.08404207864632322	-0.12718392169707118
DNAJB13	0.0	-0.5427651442841681
DNAJB14	1.0372875579531753	4.586537205824042
DNAJB2	0.8507454928528351	3.6641019123734226
DNAJB3	-0.08200672738700768	-0.9482817209419303
DNAJB4	0.07458675172260035	-0.1739397419506122
DNAJB5	-0.06632665583570299	-0.8707450463319735
DNAJB6	0.0	-0.5427651442841681
DNAJB7	0.0	-0.5427651442841681
DNAJB8	-0.14629311562683267	-1.2661726661771844
DNAJB9	0.8402415318938429	3.612160682365113
DNAJC1	0.059638870268506124	-0.24785579626337928
DNAJC10	0.20524886861810088	0.47217376642375375
DNAJC11	0.0	-0.5427651442841681
DNAJC12	0.059638870268506124	-0.24785579626337928
DNAJC13	0.8414421019565972	3.6180974033805535
DNAJC14	0.0	-0.5427651442841681
DNAJC15	0.0	-0.5427651442841681
DNAJC16	0.0	-0.5427651442841681
DNAJC17	0.8013956664189019	3.4200710467140545
DNAJC18	0.08342065155971853	-0.13025682794308074
DNAJC19	0.29372159861687386	0.9096641984874156
DNAJC2	1.207414778175377	5.427802430507772
DNAJC21	0.36546292665882435	1.2644192128554488
DNAJC22	-0.08129152901785498	-0.9447451233537675
